,date,US Population,US Deaths,US DeathIncrease,US inICUCumulative,US inICUCurrently,US HospitalizedIncrease,US HospitalizedCurrently,US HospitalizedCumulative,US Negative,US NegativeIncrease,US OnVentilatorCumulative,US OnVentilatorCurrently,US Positive,US PositiveIncrease,US TotalTestResults,US TotalTestResultsIncrease,NC Population,NC death,NC DeathIncrease,NC HospitalizedCumulative,NC HospitalizedCurrently,NC HospitalizedIncrease,NC InIcuCumulative,NC InIcuCurrently,NC Negative,NC NegativeIncrease,NC OnVentilatorCumulative,NC OnVentilatorCurrently,NC Positive,NC PositiveIncrease,NC TotalTestResults,NC TotalTestResultsIncrease
302,2020-05-09,331511512,75615.0,1459,6367.0,12165.0,1128,48576.0,70891.0,3186631.0,110811,543.0,6550.0,1310550.0,25280,9260131,323895,10449445.0,544.0,17.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14360.0,492.0,195440.0,7917.0
303,2020-05-08,331511512,74156.0,1788,6294.0,12460.0,5697,49769.0,69763.0,3075820.0,104722,531.0,6793.0,1285270.0,27198,8936236,312980,10449445.0,527.0,20.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13868.0,471.0,187523.0,6871.0
304,2020-05-07,331511512,72368.0,2732,5189.0,12832.0,3553,51445.0,64066.0,2971098.0,94737,529.0,7067.0,1258072.0,27228,8623256,329708,10449445.0,507.0,30.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13397.0,639.0,180652.0,9330.0
305,2020-05-06,331511512,69636.0,1931,4911.0,13196.0,1505,52607.0,60513.0,2876361.0,98543,449.0,4758.0,1230844.0,25312,8293548,293617,10449445.0,477.0,25.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,502.0,171322.0,5972.0
306,2020-05-05,331511512,67705.0,2496,4794.0,13346.0,1399,53168.0,59008.0,2777818.0,105694,439.0,4810.0,1205532.0,22392,7999931,279781,10449445.0,452.0,22.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12256.0,408.0,165350.0,2701.0
307,2020-05-04,331511512,65209.0,983,4579.0,13390.0,1152,52375.0,57609.0,2672124.0,86891,430.0,4852.0,1183140.0,22106,7720150,236185,10449445.0,430.0,8.0,0.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11848.0,184.0,162649.0,5202.0
308,2020-05-03,331511512,64226.0,1247,4502.0,13343.0,1027,52623.0,56457.0,2585233.0,94072,425.0,4762.0,1161034.0,25759,7483965,239746,10449445.0,422.0,2.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11664.0,155.0,157447.0,5961.0
309,2020-05-02,331511512,62979.0,1521,4386.0,13528.0,1276,54008.0,55430.0,2491161.0,80894,375.0,4846.0,1135275.0,29151,7244219,272341,10449445.0,420.0,21.0,0.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11509.0,586.0,151486.0,5490.0
310,2020-05-01,331511512,61458.0,1812,4300.0,13572.0,9055,54888.0,54154.0,2410267.0,106658,376.0,4712.0,1106124.0,32880,6971878,285664,10449445.0,399.0,21.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10923.0,414.0,145996.0,6598.0
311,2020-04-30,331511512,59646.0,2153,4192.0,13982.0,1425,54910.0,45099.0,2303609.0,79570,373.0,4708.0,1073244.0,30063,6686214,275235,10449445.0,378.0,24.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10509.0,561.0,139398.0,5318.0
312,2020-04-29,331511512,57493.0,2689,4093.0,14254.0,1865,56010.0,43674.0,2224039.0,89076,365.0,4803.0,1043181.0,26179,6410979,257142,10449445.0,354.0,12.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9948.0,380.0,134080.0,3751.0
313,2020-04-28,331511512,54804.0,2078,3798.0,14280.0,1253,56041.0,41809.0,2134963.0,69502,252.0,4760.0,1017002.0,25232,6153837,216600,10449445.0,342.0,36.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9568.0,426.0,130329.0,2134.0
314,2020-04-27,331511512,52726.0,1274,3720.0,14496.0,1183,56181.0,40556.0,2065461.0,62416,252.0,4867.0,991770.0,22404,5937237,194555,10449445.0,306.0,7.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9142.0,312.0,128195.0,2985.0
315,2020-04-26,331511512,51452.0,1212,2571.0,14753.0,1109,56167.0,39373.0,2003045.0,75262,227.0,5119.0,969366.0,27324,5742682,205595,10449445.0,299.0,10.0,0.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8830.0,207.0,125210.0,5298.0
316,2020-04-25,331511512,50240.0,1634,2516.0,15056.0,1234,57346.0,38264.0,1927783.0,120083,227.0,5266.0,942042.0,40697,5537087,275824,10449445.0,289.0,20.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8623.0,571.0,119912.0,4788.0
317,2020-04-24,331511512,48606.0,1973,2468.0,15274.0,1198,57367.0,37030.0,1807700.0,75512,227.0,5194.0,901345.0,31217,5261263,246096,10449445.0,269.0,16.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8052.0,444.0,115124.0,6406.0
318,2020-04-23,331511512,46633.0,1806,2428.0,15407.0,1409,59215.0,35832.0,1732188.0,64683,227.0,5463.0,870128.0,31938,5015167,217920,10449445.0,253.0,11.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7608.0,388.0,108718.0,7796.0
319,2020-04-22,331511512,44827.0,2150,2370.0,15705.0,1591,59204.0,34423.0,1667505.0,-213981,227.0,5474.0,838190.0,29273,4797247,335191,10449445.0,242.0,29.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7220.0,269.0,100922.0,4520.0
320,2020-04-21,331511512,42677.0,2478,2315.0,15636.0,1431,59795.0,32832.0,1881486.0,69105,214.0,5514.0,808917.0,27354,4462056,166966,10449445.0,213.0,34.0,0.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6951.0,187.0,96402.0,773.0
321,2020-04-20,331511512,40199.0,1814,2193.0,15099.0,887,56720.0,31401.0,1812381.0,63578,214.0,5569.0,781563.0,24376,4295090,143980,10449445.0,179.0,7.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6764.0,271.0,95629.0,2592.0
322,2020-04-19,331511512,38385.0,1765,2145.0,15005.0,734,56491.0,30514.0,1748803.0,68216,214.0,5603.0,757187.0,26930,4151110,148978,10449445.0,172.0,8.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6493.0,353.0,93037.0,3600.0
323,2020-04-18,331511512,36620.0,1896,2096.0,15388.0,1459,57798.0,29780.0,1680587.0,69461,205.0,5733.0,730257.0,27573,4002132,172481,10449445.0,164.0,12.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6140.0,281.0,89437.0,2472.0
324,2020-04-17,331511512,34724.0,2116,2052.0,15493.0,1289,58904.0,28321.0,1611126.0,67602,187.0,6098.0,702684.0,31500,3829651,172149,10449445.0,152.0,21.0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5859.0,394.0,86965.0,3576.0
325,2020-04-16,331511512,32608.0,2196,1834.0,15830.0,1261,59500.0,27032.0,1543524.0,79312,176.0,5940.0,671184.0,31266,3657502,183046,10449445.0,131.0,14.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5465.0,342.0,83389.0,3215.0
326,2020-04-15,331511512,30412.0,2541,1710.0,15302.0,1176,59930.0,25771.0,1464212.0,57485,173.0,6033.0,639918.0,29834,3474456,149278,10449445.0,117.0,9.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5123.0,99.0,80174.0,1968.0
327,2020-04-14,331511512,27871.0,2356,1642.0,14735.0,1466,59601.0,24595.0,1406727.0,73268,171.0,5981.0,610084.0,25943,3325178,160030,10449445.0,108.0,22.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5024.0,208.0,78206.0,1298.0
328,2020-04-13,331511512,25515.0,1630,1549.0,14199.0,2304,56283.0,23129.0,1333459.0,57296,158.0,6170.0,584141.0,24136,3165148,125464,10449445.0,86.0,5.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4816.0,296.0,76908.0,7999.0
329,2020-04-12,331511512,23885.0,1698,1449.0,14188.0,694,55294.0,20825.0,1276163.0,67358,158.0,5962.0,560005.0,28168,3039684,140619,10449445.0,81.0,1.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4520.0,208.0,68909.0,2875.0
330,2020-04-11,331511512,22187.0,2079,1399.0,13856.0,1208,55563.0,20131.0,1208805.0,64373,152.0,5986.0,531837.0,31323,2899065,158549,10449445.0,80.0,6.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4312.0,404.0,66034.0,10211.0
331,2020-04-10,331511512,20108.0,2081,1179.0,12693.0,1999,53167.0,18923.0,1144432.0,56216,39.0,5937.0,500514.0,33778,2740516,155771,10449445.0,74.0,9.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3908.0,257.0,55823.0,5262.0
332,2020-04-09,331511512,18027.0,2054,918.0,12445.0,965,51323.0,16924.0,1088216.0,82731,39.0,5798.0,466736.0,34992,2584745,171012,10449445.0,65.0,12.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3651.0,225.0,50561.0,2431.0
333,2020-04-08,331511512,15973.0,1999,862.0,10276.0,1332,45359.0,15959.0,1005485.0,68034,39.0,4142.0,431744.0,30964,2413733,165594,10449445.0,53.0,7.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3426.0,205.0,48130.0,913.0
334,2020-04-07,331511512,13974.0,2042,738.0,9978.0,370,43849.0,14627.0,937451.0,79011,43.0,4047.0,400780.0,30416,2248139,169756,10449445.0,46.0,13.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3221.0,351.0,47217.0,852.0
335,2020-04-06,331511512,11932.0,1314,663.0,7079.0,883,36159.0,14257.0,858440.0,69846,39.0,2961.0,370364.0,28260,2078383,137734,10449445.0,33.0,2.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2870.0,285.0,46365.0,1343.0
336,2020-04-05,331511512,10618.0,1340,609.0,5811.0,1131,32180.0,13374.0,788594.0,33621,39.0,650.0,342104.0,25843,1940649,129412,10449445.0,31.0,7.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2585.0,183.0,45022.0,7629.0
337,2020-04-04,331511512,9278.0,1478,403.0,5500.0,1732,30456.0,12243.0,754973.0,143525,39.0,656.0,316261.0,33122,1811237,231115,10449445.0,24.0,5.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402.0,309.0,37393.0,3404.0
338,2020-04-03,331511512,7800.0,1288,335.0,4928.0,1189,25723.0,10511.0,611448.0,54760,39.0,623.0,283139.0,31835,1580122,142407,10449445.0,19.0,3.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093.0,236.0,33989.0,2883.0
339,2020-04-02,331511512,6512.0,1175,305.0,4513.0,1320,22995.0,9322.0,556688.0,51405,32.0,576.0,251304.0,28135,1437715,131146,10449445.0,16.0,6.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857.0,273.0,31106.0,3435.0
340,2020-04-01,331511512,5337.0,1006,256.0,3937.0,1302,20906.0,8002.0,505283.0,44681,32.0,561.0,223169.0,26204,1306569,123021,10449445.0,10.0,2.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,86.0,27671.0,2787.0
341,2020-03-31,331511512,4331.0,909,230.0,3487.0,1492,18155.0,6700.0,460602.0,44334,0.0,506.0,196965.0,25000,1183548,114567,10449445.0,8.0,2.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.0,191.0,24884.0,2082.0
342,2020-03-30,331511512,3422.0,584,187.0,3087.0,584,15892.0,5208.0,416268.0,50165,0.0,449.0,171965.0,21139,1068981,100592,10449445.0,6.0,2.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.0,267.0,22802.0,1638.0
343,2020-03-29,331511512,2838.0,506,156.0,2456.0,559,14055.0,4624.0,366103.0,41832,0.0,433.0,150826.0,19683,968389,86974,10449445.0,4.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,105.0,21164.0,2910.0
344,2020-03-28,331511512,2332.0,550,140.0,2174.0,682,12393.0,4065.0,324271.0,68463,0.0,390.0,131143.0,19785,881415,111430,10449445.0,4.0,1.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,172.0,18254.0,2667.0
345,2020-03-27,331511512,1782.0,411,124.0,1792.0,777,10887.0,3383.0,255808.0,45156,0.0,293.0,111358.0,19215,769985,101260,10449445.0,3.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,127.0,15587.0,2793.0
346,2020-03-26,331511512,1371.0,313,91.0,1299.0,655,7805.0,2606.0,210652.0,42359,0.0,258.0,92143.0,17592,668725,106945,10449445.0,2.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,132.0,12794.0,2446.0
347,2020-03-25,331511512,1058.0,241,74.0,0.0,873,5140.0,1951.0,168293.0,33006,0.0,167.0,74551.0,12657,561780,82429,10449445.0,1.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,106.0,10348.0,529.0
348,2020-03-24,331511512,817.0,235,0.0,0.0,261,3938.0,1078.0,135287.0,33947,0.0,0.0,61894.0,10896,479351,86845,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,101.0,9819.0,2163.0
349,2020-03-23,331511512,582.0,102,0.0,0.0,190,2812.0,817.0,101340.0,21109,0.0,0.0,50998.0,11190,392506,57023,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,42.0,7656.0,1389.0
350,2020-03-22,331511512,480.0,145,0.0,0.0,139,2173.0,627.0,80231.0,12428,0.0,0.0,39808.0,9228,335483,52323,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,71.0,6267.0,2192.0
351,2020-03-21,331511512,335.0,62,0.0,0.0,316,1492.0,488.0,67803.0,16060,0.0,0.0,30580.0,6940,283160,52248,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,47.0,4075.0,943.0
352,2020-03-20,331511512,273.0,70,0.0,0.0,44,1042.0,172.0,51743.0,11805,0.0,0.0,23640.0,6100,230912,49555,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,40.0,3132.0,1696.0
353,2020-03-19,331511512,203.0,51,0.0,0.0,34,617.0,128.0,39938.0,8361,0.0,0.0,17540.0,4606,181357,39258,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,34.0,1436.0,205.0
354,2020-03-18,331511512,152.0,26,0.0,0.0,18,416.0,94.0,31577.0,5394,0.0,0.0,12934.0,3357,142099,32196,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,23.0,1231.0,295.0
355,2020-03-17,331511512,126.0,24,0.0,0.0,33,325.0,76.0,26183.0,5856,0.0,0.0,9577.0,2128,109903,26755,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,936.0,936.0
356,2020-03-16,331511512,102.0,22,0.0,0.0,6,0.0,43.0,20327.0,10931,0.0,0.0,7449.0,1711,83148,23114,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0
357,2020-03-15,331511512,80.0,15,0.0,0.0,10,0.0,37.0,9396.0,1987,0.0,0.0,5738.0,1262,60034,10202,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,0.0,0.0
358,2020-03-14,331511512,65.0,8,0.0,0.0,4,0.0,27.0,7409.0,1876,0.0,0.0,4476.0,1026,49832,9816,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,0.0
359,2020-03-13,331511512,57.0,5,0.0,0.0,6,0.0,23.0,5533.0,1241,0.0,0.0,3450.0,858,40016,9733,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0
360,2020-03-12,331511512,52.0,9,0.0,0.0,5,0.0,17.0,4292.0,991,0.0,0.0,2592.0,677,30283,6683,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0
361,2020-03-11,331511512,43.0,6,0.0,0.0,3,0.0,12.0,3301.0,1021,0.0,0.0,1915.0,418,23600,4447,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
362,2020-03-10,331511512,37.0,2,0.0,0.0,0,0.0,9.0,2280.0,494,0.0,0.0,1497.0,436,19153,3322,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0
363,2020-03-09,331511512,35.0,4,0.0,0.0,3,0.0,9.0,1786.0,442,0.0,0.0,1061.0,304,15831,2055,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
364,2020-03-08,331511512,31.0,4,0.0,0.0,0,0.0,6.0,1344.0,196,0.0,0.0,757.0,170,13776,1130,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
365,2020-03-07,331511512,27.0,1,0.0,0.0,0,0.0,6.0,1148.0,274,0.0,0.0,587.0,142,12646,931,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
366,2020-03-06,331511512,26.0,6,0.0,0.0,1,0.0,6.0,874.0,161,0.0,0.0,445.0,138,11715,2177,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
367,2020-03-05,331511512,20.0,4,0.0,0.0,1,0.0,5.0,713.0,132,0.0,0.0,307.0,65,9538,1515,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
368,2020-03-04,331511512,16.0,2,0.0,0.0,4,0.0,4.0,581.0,576,0.0,0.0,242.0,128,8023,890,10449445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
369,2020-03-03,331511512,14.0,3,0.0,0.0,0,0.0,0.0,5.0,2,0.0,0.0,114.0,42,7133,279,,,,,,,,,,,,,,,,
370,2020-03-02,331511512,11.0,3,0.0,0.0,0,0.0,0.0,3.0,1,0.0,0.0,72.0,30,6854,203,,,,,,,,,,,,,,,,
371,2020-03-01,331511512,8.0,3,0.0,0.0,0,0.0,0.0,2.0,2,0.0,0.0,42.0,24,6651,96,,,,,,,,,,,,,,,,
372,2020-02-29,331511512,5.0,1,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,18.0,3,6555,65,,,,,,,,,,,,,,,,
373,2020-02-28,331511512,4.0,2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,15.0,2,6490,3,,,,,,,,,,,,,,,,
374,2020-02-27,331511512,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,13.0,1,6487,6446,,,,,,,,,,,,,,,,
375,2020-02-26,331511512,2.0,2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,12.0,2,41,0,,,,,,,,,,,,,,,,
376,2020-02-25,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,10.0,1,41,1,,,,,,,,,,,,,,,,
377,2020-02-24,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,9.0,1,40,2,,,,,,,,,,,,,,,,
378,2020-02-23,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,8.0,1,38,0,,,,,,,,,,,,,,,,
379,2020-02-22,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,38,1,,,,,,,,,,,,,,,,
380,2020-02-21,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,37,1,,,,,,,,,,,,,,,,
381,2020-02-20,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,36,1,,,,,,,,,,,,,,,,
382,2020-02-19,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,35,6,,,,,,,,,,,,,,,,
383,2020-02-18,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,29,0,,,,,,,,,,,,,,,,
384,2020-02-17,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,29,1,,,,,,,,,,,,,,,,
385,2020-02-16,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,28,2,,,,,,,,,,,,,,,,
386,2020-02-15,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,26,4,,,,,,,,,,,,,,,,
387,2020-02-14,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,1,22,0,,,,,,,,,,,,,,,,
388,2020-02-13,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,6.0,1,22,1,,,,,,,,,,,,,,,,
389,2020-02-12,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5.0,0,21,1,,,,,,,,,,,,,,,,
390,2020-02-11,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5.0,0,20,1,,,,,,,,,,,,,,,,
391,2020-02-10,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5.0,0,19,1,,,,,,,,,,,,,,,,
392,2020-02-09,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5.0,0,18,0,,,,,,,,,,,,,,,,
393,2020-02-08,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5.0,0,18,2,,,,,,,,,,,,,,,,
394,2020-02-07,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5.0,0,16,0,,,,,,,,,,,,,,,,
395,2020-02-06,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5.0,2,16,1,,,,,,,,,,,,,,,,
396,2020-02-05,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,15,0,,,,,,,,,,,,,,,,
397,2020-02-04,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,15,4,,,,,,,,,,,,,,,,
398,2020-02-03,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,1,11,3,,,,,,,,,,,,,,,,
399,2020-02-02,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,8,0,,,,,,,,,,,,,,,,
400,2020-02-01,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,8,0,,,,,,,,,,,,,,,,
401,2020-01-31,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,8,3,,,,,,,,,,,,,,,,
402,2020-01-30,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,5,0,,,,,,,,,,,,,,,,
403,2020-01-29,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,5,2,,,,,,,,,,,,,,,,
404,2020-01-28,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,3,0,,,,,,,,,,,,,,,,
405,2020-01-27,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,3,1,,,,,,,,,,,,,,,,
406,2020-01-26,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,2,0,,,,,,,,,,,,,,,,
407,2020-01-25,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,2,0,,,,,,,,,,,,,,,,
408,2020-01-24,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,2,0,,,,,,,,,,,,,,,,
409,2020-01-23,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,2,1,,,,,,,,,,,,,,,,
410,2020-01-22,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,1,1,,,,,,,,,,,,,,,,
411,2020-01-21,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,1,0,0,,,,,,,,,,,,,,,,
412,2020-01-20,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,
413,2020-01-19,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,0,0,,,,,,,,,,,,,,,,
414,2020-01-18,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,
415,2020-01-17,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,
416,2020-01-16,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,
417,2020-01-15,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,
418,2020-01-14,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,
419,2020-01-13,331511512,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,
